O121|U006|S002|D007,D009|2023-12-03 08:15:28|102.00
O122|U007|S003|D003,D004,D008|2023-12-03 08:41:55|138.50
O123|U008|S001|D001,D005|2023-12-03 09:08:22|72.50
O124|U009|S002|D002,D006,D007|2023-12-03 09:34:49|118.80
O125|U010|S003|D004,D009|2023-12-03 10:01:16|95.00
O126|U011|S001|D003,D005,D008|2023-12-03 10:27:43|135.50
O127|U012|S002|D001,D007|2023-12-03 10:54:10|68.50
O128|U013|S003|D002,D004,D006|2023-12-03 11:20:37|108.00
O129|U014|S001|D005,D009|2023-12-03 11:47:04|95.50
O130|U015|S002|D003,D007,D008|2023-12-03 12:13:31|135.00
O131|U016|S003|D001,D004|2023-12-03 12:39:58|65.00
O132|U017|S001|D002,D006,D009|2023-12-03 13:06:25|128.00
O133|U018|S002|D005,D007|2023-12-03 13:32:52|88.00
O134|U019|S003|D003,D004,D008|2023-12-03 13:59:19|138.50
O135|U020|S001|D001,D006|2023-12-03 14:25:46|68.50
O136|U001|S002|D002,D005,D009|2023-12-03 14:52:13|125.50
O137|U002|S003|D007,D008|2023-12-03 15:18:40|105.00
O138|U003|S001|D003,D004,D006|2023-12-03 15:45:07|118.00
O139|U004|S002|D001,D005|2023-12-03 16:11:34|72.50
O140|U005|S003|D002,D007,D009|2023-12-03 16:38:01|145.00
O141|U006|S001|D004,D008|2023-12-03 17:04:28|98.50
O142|U007|S002|D003,D006,D009|2023-12-03 17:30:55|138.00
O143|U008|S003|D001,D005,D007|2023-12-03 17:57:22|115.00
O144|U009|S001|D002,D004|2023-12-03 18:23:49|85.00
O145|U010|S002|D006,D008,D009|2023-12-03 18:50:16|145.80
O146|U011|S003|D003,D005|2023-12-03 19:16:43|75.00
O147|U012|S001|D001,D007,D008|2023-12-03 19:43:10|138.50
O148|U013|S002|D002,D004,D006|2023-12-03 20:09:37|108.80
O149|U014|S003|D005,D009|2023-12-03 20:36:04|95.50
O150|U015|S001|D003,D007,D008|2023-12-03 21:02:31|135.00
O151|U016|S002|D001,D004|2023-12-03 21:28:58|65.00
O152|U017|S003|D002,D006|2023-12-03 21:55:25|92.00
O153|U018|S001|D005,D009|2023-12-03 08:48:33|95.50
O154|U019|S002|D003,D004,D007|2023-12-03 09:15:00|128.50
O155|U020|S003|D001,D006,D008|2023-12-03 09:41:27|118.50
O156|U001|S001|D002,D005|2023-12-03 10:07:54|82.00
O157|U002|S002|D007,D009|2023-12-03 10:34:21|102.00
O158|U003|S003|D003,D004,D006|2023-12-03 11:00:48|118.00
O159|U004|S001|D001,D008|2023-12-03 11:27:15|88.50
O160|U005|S002|D002,D005,D007|2023-12-03 11:53:42|125.80
O161|U006|S003|D004,D009|2023-12-03 12:20:09|95.00
O162|U007|S001|D003,D006,D008|2023-12-03 12:46:36|128.50
O163|U008|S002|D001,D005|2023-12-03 13:13:03|72.50
O164|U009|S003|D002,D007,D009|2023-12-03 13:39:30|145.00
O165|U010|S001|D004,D006|2023-12-03 14:05:57|88.50
O166|U011|S002|D003,D008,D009|2023-12-03 14:32:24|155.80
O167|U012|S003|D001,D005,D007|2023-12-03 14:58:51|115.00
O168|U013|S001|D002,D004|2023-12-03 15:25:18|85.00
O169|U014|S002|D006,D008|2023-12-03 15:51:45|105.50
O170|U015|S003|D003,D005,D009|2023-12-03 16:18:12|138.00
O171|U016|S001|D001,D007|2023-12-03 16:44:39|68.50
O172|U017|S002|D002,D004,D006|2023-12-03 17:11:06|108.80
O173|U018|S003|D005,D008|2023-12-03 17:37:33|95.00
O174|U019|S001|D003,D007,D009|2023-12-03 18:04:00|145.50
O175|U020|S002|D001,D004|2023-12-03 18:30:27|65.00
O176|U001|S003|D002,D006,D008|2023-12-03 18:56:54|128.50
O177|U002|S001|D005,D007|2023-12-03 19:23:21|88.00
O178|U003|S002|D003,D004,D009|2023-12-03 19:49:48|135.80
O179|U004|S003|D001,D006|2023-12-03 20:16:15|68.50
O180|U005|S001|D002,D005,D008|2023-12-03 20:42:42|125.50

